"","user_id","created_at","text","location","hashtags"
"49","1928465972","1563821754","@kat2020maga @consmover @Comey It has gotten out of hand.  All the name calling. Very sad #KAG #MAGA","San Diego, CA","c(""KAG"", ""MAGA"")"
"50","24810051","1563821699","I’m excited for everyone heading to #rwa19 this week! I am sad to miss it—my first time not going in 13 years of membership. But 4 weeks of travel this summer was my limit. I’ll be there in spirit!","California","rwa19"
"51","3174780731","1563821682","@overagain1D2020 You tell me that you're sad and lost your way. You tell me that your tears are here to stay.
But I know you're only hiding, and I just wanna see you #9YearsOfOneDirection","Clown Town USA","9YearsOfOneDirection"
"52","896093254017568770","1563821670","@macleans So sad to see the media supporting these corrupt liberals. No wonder nobody trusts the media anymore. Shame on you #TrudeauMustGo and #ButtsMustGo","Ottawa, Ontario","c(""TrudeauMustGo"", ""ButtsMustGo"")"
"53","130911976","1563821655","Emo Barbie and Theresa went hard for Sad Summer Fest 🤘🏼🖤 #sadsummerfest #emobarbieandtheresa #stressyanddepressybutthatsokay #thankgoodnessforgoodpeople #teenagemelived #livingmybestlife #selfcaresunday #sundayfunday… https://t.co/KRGM0TOzap","Dearborn Hgts, MI","c(""sadsummerfest"", ""emobarbieandtheresa"", ""stressyanddepressybutthatsokay"", ""thankgoodnessforgoodpeople"", ""teenagemelived"", ""livingmybestlife"", ""selfcaresunday"", ""sundayfunday"")"
"54","849074068137619456","1563821648","I am sad to say that for a number of Democrats, the #MeToo movement stops where the Democratic Party begins.

@TinaSmithMN  has taken Franken's place and is doing a great job, and 8 people haven't come out to accuse her of groping them.

#Franken https://t.co/xvt0HaQCEO","Gainesville, GA","c(""MeToo"", ""Franken"")"
"55","1209290863","1563821618","Princess Salma of Morocco has been a strong figure in women empowerment and establishing breast cancer cure centers. It is sad to see her leave the political and social scene of the country. #Morocco #Maroc #LallaSalma https://t.co/7RKhGr7T1D","Morocco","c(""Morocco"", ""Maroc"", ""LallaSalma"")"
"56","1081994244120825856","1563821603","Sometimes I get sad just out of the blue... and all you need is just a hug from a loved one but you can’t get that super important hug 😔 #mentalhealth","Denmark","mentalhealth"
"57","98574512","1563821550","Damn Candy died? 😭😪 #Pose 
I’m sad as shit","Washington, DC","Pose"
"58","861407999834718208","1563821547","@ddale8 And this #dipshit wants to win the Nobel peace prize, the guy is a #presidentloco! #sad #douchebag","Dallas,Texas","c(""dipshit"", ""presidentloco"", ""sad"", ""douchebag"")"
"59","597862125","1563821545","#9yearsOfOneDirection is actually making me so sad","Banquete, TX","9yearsOfOneDirection"
"60","1056935076","1563821539","Closed and funded! 💸 I love seeing my clients make a return on their investments 😍 Sad we didn’t get our #SOLD pics but with both my clients coincidentally being traveling nurses👩🏼‍⚕️ I am grateful to get my seller and buyer closed by mail! 📨 #brikorealtyserviceswf https://t.co/XsPdRni8Je","Wichita Falls, TX","c(""SOLD"", ""brikorealtyserviceswf"")"
"61","1077269140455542784","1563821453","I made the fateful decision to watch the entire series over again yesterday and today (through every ad I might add) doing nothing but watching the show only to get broken hearted over again about Logan. I'm beyond sad.#marshmallow #VeronicaMars #VeronicaMarsSeason4 @veronicamars","Philadelphia, PA","c(""marshmallow"", ""VeronicaMars"", ""VeronicaMarsSeason4"")"
"62","93347808","1563821429","@Kat_McNamara I would think extreme multi tasking would be a definite necessity in your line of work. So looking forward to season 8 of #Arrow but also sad because it is the final. Paying homage to our hero @StephenAmell and @EmilyBett for making Arrow so magical for 7 seasons.","Australia","Arrow"
"63","336858256","1563821429","A FULL FLEDGED PSYCHO IS A MEMBER OF THE US CONGRESS! Pretty damn sad day for the USA 🇺🇸 . She needs to be removed immediately!! And...please stop using the HS Friendly sounding “SQUAD”, they are the #JIHADGANG!! I know squad rhymes but it dilutes also!

 https://t.co/tTJVvpzkYJ","California, USA","JIHADGANG"
"64","2551818782","1563821396","#9YearsOfOneDirection is trending 🥺 bitch im sad now . https://t.co/7tN6BHdj1s","yeehaw","9YearsOfOneDirection"
"65","96227440","1563821391","So sorry for your loss. 
I feel sad today, too. 
Fake news Democrats, 
are treating me VERY UNFAIRLY.

 #TrumpGreetingCards https://t.co/soVlJaVSOn","Washington, USA","TrumpGreetingCards"
"66","37621492","1563821374","Fuck Rob Thomas tho. KBell too. I've never liked them much &amp; I can move past VMars easily, but it's sad they don't understand what #VeronicaMars was for the fans that actually cared. It's one thing for shows that weren't cancelled, but THEIR AUDACITY for a show fans brought back?","Southern California","VeronicaMars"
"67","37621492","1563821190","Watching the end of #VeronicaMars S4 didn't make me sad tbh; I couldn't stop laughing at how bad it was. Watching interview bits of Jason Dohring getting teary is so much more affecting! I love him forever.","Southern California","VeronicaMars"
"68","24989736","1563821344","21/4 - 22/7 — Katuwapitiya Church. 
The church has transformed to normal again, or has it ? Will it ever ? I don’t think so...when I went in there today, I felt so sad. I saw the white statue of Jesus covered in blood &amp; flesh... I walked out heavy hearted. 💔 #EasterSundayAttack https://t.co/vm18XbY0IT","New York, U.S.A.","EasterSundayAttack"
"69","24984509","1563821297","@AltmanErin @OrinKerr And they theme their wedding around a guy who cheats on all of his wives. #Smart 

I hope I am wrong, but it would not surprise me if the groom follows his Leader’s example. #Sad","Jupiter, FL","c(""Smart"", ""Sad"")"
"70","369269180","1563821267","@whitesox We are gonna lose a series to the marlins at home #sad","Mundelein, IL","sad"
"71","2424456960","1563821267","“I’m so sad I didn’t celebrate one of my favorite holidays” @K8theisen about #NationalIceCreamDay 😂😂","Phoenix, AZ","NationalIceCreamDay"
"72","395394852","1563821251","This girl is getting better and better with walking. Any day now she won’t need to hold on to the walker or us! I’m so happy and so sad at the same time! 😭 #ElinaRay #growinguptoofast #allthathair #proudmom… https://t.co/ISCobCfSrA","Austin, Tx","c(""ElinaRay"", ""growinguptoofast"", ""allthathair"", ""proudmom"")"
"73","119614025","1563821249","Starting to train my replacement this afternoon and I’m already feeling sad that I’m not going to be the one doing this job anymore 😭😭 #2moredays","Grand Rapids, MI","2moredays"
"74","1040323295952953344","1563821223","If you see this you are obligated to reply #MTVHottestBTS @BTS_twt and #MGAVOTE @BTS_twt or fluffy hobi will be sad😠😡😤👿 https://t.co/SfQEsspbpS","Florida","c(""MTVHottestBTS"", ""MGAVOTE"")"
"75","450184292","1563821204","Hi I've been bad about livetweeting this because it's so damn good and twisty and immersive I don't want to stop even to tweet. 

P.S. Morella is a well meaning sad creature. I don't hate her anymore. 

#CJreads #currentlyreading HOUSE OF SALT AND SORROWS by Erin Craig","Chicago, IL","c(""CJreads"", ""currentlyreading"")"
"76","751965411940438017","1563821181","@PauletteParis1 So sad that this is Trump's / GOP 's version of 'winning'.  We need to get these jerks out of office ASAP!!! #VoteBlueToSaveAmerica","United States","VoteBlueToSaveAmerica"
"77","824104338930810881","1563821164","@SenateGOP The #Republican Party of #Lincoln, #TeddyRoosevelt, #Eisenhower, #Reagan, &amp; #Bush is no more. Sad days are these. https://t.co/UZiU5lXqkh","Oregon","c(""Republican"", ""Lincoln"", ""TeddyRoosevelt"", ""Eisenhower"", ""Reagan"", ""Bush"")"
"78","824104338930810881","1563821070","@SenateGOP The #Republican Party of #Lincoln, #TeddyRoosevelt, #Eisenhower, #Reagan, &amp; #Bush is no more. Sad days are these. https://t.co/UZiU5mf1IR","Oregon","c(""Republican"", ""Lincoln"", ""TeddyRoosevelt"", ""Eisenhower"", ""Reagan"", ""Bush"")"
"79","2474024125","1563821141","@realronphillips I am really sad... BUT,

 I am happy for ya, Matt.

IF Mother F---ing @TheCartelMatt is coming back to the Hoosier State. I think I am going to be abusing you, when you get home. It's only a 4 hour drive. #WeAreCartel","Indiana, USA","WeAreCartel"
"80","1675965660","1563821113","@MCmuckraker This is all part of her plan to become a conservative media celebrity. She posted racist &amp; xenophobic tweets, and then when called out for her bigotry, doubled down &amp; tried to make it about PC Culture. And the liberals are giving her airtime because she's a pretty face. #Sad","Sterling Heights, MI","Sad"
"81","532656114","1563821111","@ScottFordTVGuy Sorry it's come to this. It is sad. But you will find joy in the freedom of #WalkAway. I have a few friends who have come to same conclusion. https://t.co/Ne564AxKxK","Glendale, CA","WalkAway"
"82","38161540","1563821096","@cspan Horror show of lies.  #SAD","Murrells Inlet, South Carolina","SAD"
"83","1225712131","1563821089","@seanseaevans is the Fiery Chipotle Hot Ones sauce ever going to make a reappearance? I'm sad I never got the chance to try it. #hotones","United States","hotones"
"84","23226974","1563821071","OH no, so sad. RIP Art Neville #NevilleBrothers
https://t.co/1hcM9FthzD","Los Angeles","NevilleBrothers"
"85","600349568","1563821070","@thehill Our sad @SenateGOP lead by  #DitchMitch2020 won't risk losing their mealtickets","North Carolina, USA","DitchMitch2020"
"86","1108320799901904896","1563821054","When you�re happy you enjoy the music# when you�re sad you understand the lyrics.
#vogueitalia #flanellemagazine #giselebündchen #fashionmag https://t.co/5z4o4RJiSR","Netherlands","c(""vogueitalia"", ""flanellemagazine"", ""giselebündchen"", ""fashionmag"")"
"87","999716336921141248","1563821007","As a Raider fan I whole hearted understand and agree with this... they should have at max 2 vs the boys. #RaiderNation only getting 2 games this year... v sad https://t.co/rL47g5LuDV","United States","RaiderNation"
"88","1104423592278872064","1563820997","this has been making me sad/mad all day. from the bottom of my heart, fuck you @RobThomas. I hope you never write a tv show again 🖕🏻 #VeronicaMars https://t.co/Pi3bVdMcyR","STL","VeronicaMars"
"89","863000459576881152","1563820982","@MeMySylvanEye @ErinBurnett @KeithOlbermann @maddogpac @maddowa @Lawrence @mmfa @AC360 @joelockhart @jheil @joshearnest @David_Gergen @FCC @FullFrontalSamB 
📌Sad but true.
📌Maybe it's time to bring back the #FairnessDoctrine??? https://t.co/XlL96aVley","North Logan, UT","FairnessDoctrine"
"90","2434203578","1563820970","At one point we’re going to see him sad and cry and I’m not ready..  #skamfrance https://t.co/9NCMnmr7Uz","Dales","skamfrance"
"91","1133170159777140736","1563820943","Happy birthday, unless you’re a Democrat or a woman or a minority from a filthy, shit hole country or someone who didn’t vote for me or you don’t worship me!! You’re just a stone cold loser unworthy of my greatness!! Sad!!#TrumpGreetingCards","New Jersey, USA","TrumpGreetingCards"
"92","1955586540","1563820909","@TheReady1775 @RudyGiuliani @BilldeBlasio @AOC #sad really, I was part of a great team that took NYC back. With backing from @RudyGiuliani @CommissBratton and other Bosses with ""chops"" we actually did our job instead being slaves to radio runs. Now as I take care of Mom on Troy &amp; Flatbush, garbage shots fired &amp; stay inside.","Brooklyn, NY","sad"
"93","938276886970429440","1563820905","#ActsOfKindness continued . . . it's sad that Kids get it why can't Adults https://t.co/drNDJ3PdiF","Portland, OR","ActsOfKindness"
"94","2220761828","1563820882","@GOP @LizRNC Fear-mongering to the ignorant is literally all you have left. #Sad","Los Angeles","Sad"
"95","911433008","1563820868","Mood: SAD #9YearsOfOneDirection https://t.co/bw3jXPsax0","Venezuela","9YearsOfOneDirection"
"96","1084404602802364419","1563820856","2/they could have easily handled the inflow and they could have kept the same price and order limits. At least there’s a secondary market I can purchase your Funko as a fan, but sad situation for sure. Congrats to those who succeeded. #funko #fluffyguy .@OriginalFunko .@fluffyguy","California, USA","c(""funko"", ""fluffyguy"")"
"97","234155215","1563820835","@WalshFreedom Retweeting propaganda-site @NPR... Classic #TrumpDerangement.  #NeverTrump always clownish... SAD. 😅","Nashville, Tennessee","c(""TrumpDerangement"", ""NeverTrump"")"
"98","2373361018","1563820819","@GeorgetownMarkt what happened to the AMAZING avocado melt you used to offer?? This sad sandwich barely has any spread, no side chips and costs about the same #ripoff #bringbackcibatta #wherestheavocado https://t.co/48DNPkuXrl","Indianapolis, IN","c(""ripoff"", ""bringbackcibatta"", ""wherestheavocado"")"
"99","2559540126","1563820808","How was Sunday's stream?
We had some very sad/rough moments for the Booty Bots! :'( 
We had some DC's with #TfT but still ended in 2nd!
But overall....THANK YOU for the amazing time and support
#shoutout to Yuna314 and Kyrozothehedgehog for the follows
@DrakeconG for being you!😍 https://t.co/RuSChpofwY","United States","c(""TfT"", ""shoutout"")"
"100","954997364007333888","1563818092","OMG WE ARE BIG FAMILY #9YearsOfOneDirection https://t.co/JH5xQO0WKb","Detroit","9YearsOfOneDirection"
"101","245212504","1563820751","@8675309debbie @gabrielledrolet @kernaghant I'm just very sad to see this.  It's unfortunate, but fair minded and reasonable people must move on from this.  This is a fringe opinion, and I think they will find it does them more harm that any conceivable good.  #ldnont","London, Ontario, Canada","ldnont"
"102","423569098","1563820748","Get OFF DEEZ sad vibes...
Its #mondaymotivation time! We PROUD OF U for getting up and being productive! 
@earthgang x @jidsv 
#nowplaying #nowstreaming #dreamville #rocnation #earthgang #jid #proudofyou #offdeez… https://t.co/wKwhVRGMnv","Racine,WI","c(""mondaymotivation"", ""nowplaying"", ""nowstreaming"", ""dreamville"", ""rocnation"", ""earthgang"", ""jid"", ""proudofyou"", ""offdeez"")"
"103","281308013","1563820743","A moment of silence and a toast in honor of our fallen brother Sad news this evening - our Brother Jeff Stroble from Roswell  has passed away. Rest easy brother, we’ll take it from here. #LODD #Roswell https://t.co/fBOT6ObPCP","Los Angeles City","c(""LODD"", ""Roswell"")"
"104","736930323347345408","1563820738","@McNaughtonArt Is your purpose here to show ""Obstruction""? Mueller was appointed by people hired by Trump. Mueller did his job. There is no scenario in our justice system where defendant would rough up prosecutor.... unless you believe that Trump is above the law? Sad. #Trumpism","St Peters, MO","Trumpism"
"105","1091680991578484737","1563820620","Unfortunate to say, but #Indian crypto community is themselves responsible for #Crypto ban. 

Too many Scams almost daily. 

Most Influencers/Youtubers creating scam ICOs or promoting Scams. Sad but a Fact!

Lot's of innocent people lose money daily. 

#IndiaWantsCrypto #retweet","Alaska, USA","c(""Indian"", ""Crypto"", ""IndiaWantsCrypto"", ""retweet"")"
"106","3141243502","1563820619","@TODAYshow @SavannahGuthrie You should have interviewed the culprit... #SalvatoreAnello This story is sad, but the saddest part is the shifting of blame and scapegoating of @RoyalCaribbean #ChloeWiegand","United States","c(""SalvatoreAnello"", ""ChloeWiegand"")"
"107","996233950988308480","1563820605","#PuertoRico we strong 💪 the sad part is that we have not heard from @JLo  about her people or island https://t.co/wEN6lb16rj","New York, USA","PuertoRico"
"108","991683761879339008","1563820605","@dc801 Darn it! The only day I didn't check your twitter to buy a badge and you sell out. Sad times, was at urgent care with food poisoning =(. Can't recommend Costco pizza anymore. #missedopportunity #defcon","America","c(""missedopportunity"", ""defcon"")"
"109","16316954","1563820529","doing some of my freelance work today and lmao catch me sad about random strangers kia and mia in wwi like the nerd i am #historianproblems","charleston, south carolina","historianproblems"
"110","232395936","1563820495","Wow. What a sad story! #truecrime 
A 77-year-old convicted killer, who a judge once said was too old to harm again, has been convicted of fatally stabbing a second woman. https://t.co/vhn7IIUfBQ via @HuffPostCrime","Florence, KY","truecrime"
"111","16613230","1563820447","Sad to see this. More than just a store, Runners' Choice gave me a community to run with, encouraged/trained me to run my 1st marathon+ &amp; was always a welcoming place to find great gear. Thank you to Brian, John &amp; everyone else at RC for your yrs of building community in #LdnOnt https://t.co/hcoLQTEvxM","London, Ontario, Canada","LdnOnt"
"112","1043991166444818440","1563820439","@gtconway3d @realDonaldTrump ""heard you're bleeding from your wherever.  Sad!"" #TrumpGreetingCards","United States","TrumpGreetingCards"
"113","89995810","1563820400","I've been to three different stores to look for avocados and nothing. #sad https://t.co/5D7FslCgKS","Mexico","sad"
"114","1033064981502283776","1563819259","OMG STOP TWEETING OLD 1D LYRICS NDKSKSKSMD
IM: SAD
#9YearsOfOneDirection","Israel","9YearsOfOneDirection"
"115","2784521324","1563820334","https://t.co/DW7gil6hDV
Very interesting speech which I never saw until now. To be honest it's true and I'm also a victim of it. Sad story and the govt should take steps to improve it. #Modi #ModiGovernment #shashitharoor #education #MakeInIndia #cusat","Tempe, AZ","c(""Modi"", ""ModiGovernment"", ""shashitharoor"", ""education"", ""MakeInIndia"", ""cusat"")"
"116","874964580706811904","1563820326","@Sharond63270168 @pesterplarson3 Yes these are the people who help those in need &amp; help your country and those that live in it every day!.
I believe the same people who do so much for your country are now being told by Trump and his brain dead thugs to F@#k off back to their own country!!.
Sad dark times indeed.","Australia","k"
"117","970109612597895168","1563820064","@swedennewyork @Hasselblad Very sad to see #Sweden's racism rear it's head once again.

After letting #Jews be #harassed and attacked for years, #Sweden is now turning on people of color.

#ASAPRocky 
#FREEASAPROCKY 
#freeASAP 
#Antisemitism 
#racism 

https://t.co/6nHTCXY4Rf","New York, NY","c(""Sweden"", ""Jews"", ""harassed"", ""Sweden"", ""ASAPRocky"", ""FREEASAPROCKY"", ""freeASAP"", ""Antisemitism"", ""racism"")"
